Id,SSN,Age,Salary,COVID Test Result,Pre-Existing Conditions,Recovery Time
0543,255-82-8813,46,54000,1,diabetes,3
0606,551-00-3085,53,101000,1,none,4
0347,233-88-2700,51,54000,1,diabetes,5
0979,307-32-6317,35,91000,1,none,3
0133,285-07-5481,49,75000,0,asthma,0
0915,063-55-6416,57,86000,1,diabetes,6
0829,334-73-2554,19,89000,1,asthma,3
0898,575-24-5404,21,45000,0,none,0
0507,388-45-0340,57,42000,1,high blood pressure,6
0128,857-05-0460,23,44000,1,none,3
0922,523-11-0635,45,42000,0,high blood pressure,0
0711,460-23-6083,45,56000,1,diabetes,6
0312,877-16-4417,35,44000,1,asthma,3
0917,866-54-5208,57,75000,1,high blood pressure,5
0553,148-48-5353,19,44000,0,high blood pressure,0
0739,153-77-5565,39,82000,0,asthma,0
0853,144-55-4117,35,53000,0,none,0
0714,653-85-0866,32,84000,1,diabetes,6
0587,378-23-8432,21,68000,1,asthma,6
0557,720-31-5864,43,73000,1,diabetes,6
0289,221-30-2335,22,42000,1,none,4
0093,187-58-6367,18,74000,0,none,0
0254,638-06-3550,19,56000,0,none,0
0765,576-04-0722,50,90000,0,none,0
0548,284-10-7066,23,47000,0,none,0
0721,244-67-8874,57,58000,1,asthma,6
0551,100-22-8364,53,56000,1,diabetes,6
0115,487-47-2580,47,49000,0,diabetes,0
0401,578-40-0712,20,93000,1,none,3
0649,323-74-2230,20,73000,0,none,0
0943,573-51-2330,22,86000,1,none,2
0440,325-40-3627,31,70000,1,high blood pressure,7
0930,210-32-2518,33,88000,1,none,3
0024,308-67-3803,51,48000,1,high blood pressure,6
0725,862-20-6221,56,48000,1,asthma,7
0962,456-74-7754,27,59000,1,none,4
0686,884-80-0557,25,53000,1,none,2
0125,581-62-0715,46,57000,1,diabetes,6
0614,513-40-6511,41,78000,1,asthma,6
0895,147-68-4551,45,74000,1,high blood pressure,5
0405,088-70-5233,55,86000,1,high blood pressure,6
0773,545-88-5316,38,69000,1,high blood pressure,6
0593,574-15-6811,35,99000,0,none,0
0648,312-18-1140,42,81000,1,diabetes,6
0264,680-60-2102,19,71000,0,diabetes,0
0794,512-82-1205,34,45000,0,none,0
0799,020-77-6543,19,92000,1,none,3
0468,346-48-0116,23,84000,1,none,4
0346,438-81-0481,27,88000,0,none,0
0275,425-61-8885,33,57000,0,none,0
0720,252-54-2063,53,65000,0,diabetes,0
0051,242-38-0338,33,66000,0,none,0
0043,247-00-5114,53,58000,1,diabetes,7
0019,273-17-0574,28,88000,1,none,3
0753,276-50-5383,49,72000,1,diabetes,7
0846,468-81-6021,47,56000,1,none,7
0558,832-52-6077,44,82000,1,diabetes,3
0637,754-12-1383,45,91000,1,diabetes,3
0682,642-37-5762,42,43000,0,high blood pressure,0
0052,758-28-0428,27,78000,0,asthma,0
0492,871-51-2652,35,60000,1,high blood pressure,4
0413,064-55-8470,19,79000,1,none,2
0908,737-28-5583,55,73000,0,asthma,0
0942,720-36-6441,38,93000,0,none,0
0446,138-30-4183,43,66000,0,diabetes,0
0326,471-15-2284,38,43000,1,none,6
0600,502-87-2650,46,61000,1,high blood pressure,5
0554,361-20-6064,21,86000,1,none,6
0868,341-43-0015,22,98000,0,diabetes,0
0795,612-02-2115,26,54000,0,high blood pressure,0
0999,548-85-0033,54,101000,1,diabetes,6
0875,664-07-8080,53,69000,1,high blood pressure,7
0238,217-42-0123,45,81000,0,high blood pressure,0
0472,280-54-6740,39,103000,1,none,3
0483,327-72-0044,29,92000,0,none,0
0652,374-10-0866,25,83000,1,high blood pressure,7
0661,423-68-4768,52,54000,1,high blood pressure,6
0060,608-55-2645,49,87000,1,diabetes,5
0863,437-27-2705,44,66000,0,none,0
0760,762-51-5068,54,61000,1,high blood pressure,7
0497,840-23-7385,27,96000,0,none,0
0079,511-31-3116,36,89000,1,none,2
0639,070-02-5884,18,90000,1,asthma,5
0013,448-35-0438,31,48000,0,diabetes,0
0026,606-48-4213,39,49000,1,diabetes,7
0137,547-11-6147,30,84000,1,high blood pressure,5
0331,458-13-8147,55,88000,1,asthma,7
0487,635-50-8264,50,61000,1,none,2
0743,741-68-2388,20,55000,1,none,2
0955,631-17-7552,40,42000,0,diabetes,0
0396,301-30-6818,21,93000,1,none,2
0266,553-53-0271,24,94000,0,none,0
0039,670-51-5302,18,57000,0,none,0
0001,483-27-2223,33,78000,0,none,0
0151,222-74-7085,58,45000,0,none,0
0580,724-26-5403,57,62000,1,diabetes,3
0616,214-86-4305,20,97000,0,none,0
0393,006-81-7008,25,59000,0,none,0
0281,061-87-1824,29,102000,1,asthma,4
0300,166-22-5206,56,89000,1,none,6
0579,784-35-4675,39,70000,1,none,4
0297,137-30-2766,30,72000,0,none,0
0809,820-85-7110,19,47000,0,none,0
0283,072-05-4132,46,91000,1,diabetes,7
0724,472-87-5853,52,99000,1,asthma,5
0707,222-17-4237,21,61000,1,none,3
0037,714-34-0607,52,87000,1,asthma,7
0234,877-04-5755,53,57000,0,none,0
0113,776-48-6880,52,57000,1,asthma,6
0741,320-38-3031,23,78000,0,none,0
0466,256-14-1105,41,91000,1,high blood pressure,6
0179,224-34-3248,47,90000,1,asthma,6
0071,181-75-0368,23,49000,0,none,0
0791,725-30-4276,56,88000,1,diabetes,6
0477,344-17-7520,18,69000,0,high blood pressure,0
0335,248-16-1882,19,62000,0,none,0
0447,865-56-0751,21,91000,1,none,4
0358,437-31-5850,27,97000,0,asthma,0
0246,214-20-5528,58,75000,1,diabetes,7
0210,342-01-0233,18,100000,1,none,4
0836,535-22-3350,21,82000,1,none,4
0498,051-34-0686,51,81000,1,high blood pressure,6
0095,771-65-3032,20,61000,0,none,0
0897,532-50-6274,40,87000,1,none,4
0485,270-10-7874,33,92000,0,none,0
0012,223-01-1243,39,43000,1,none,2
0193,602-62-8483,44,85000,1,none,4
0513,104-68-3700,42,99000,0,none,0
0847,741-57-2457,19,90000,0,none,0
0546,512-67-6421,38,50000,1,none,7
0774,140-86-7463,28,94000,1,none,4
0295,001-40-0382,54,46000,0,diabetes,0
0183,538-35-3528,43,98000,0,diabetes,0
0451,172-43-4016,48,64000,0,diabetes,0
0971,161-63-7861,54,99000,1,asthma,7
0787,757-86-4435,49,101000,1,diabetes,6
0341,452-64-0136,21,92000,0,none,0
0597,602-40-6373,48,53000,1,diabetes,3
0900,744-45-7385,33,80000,1,none,7
0913,501-22-5580,26,43000,1,none,4
0867,547-26-1511,33,90000,0,none,0
0665,334-60-2553,42,48000,1,diabetes,6
0317,678-06-2370,54,102000,0,diabetes,0
0203,221-88-5654,44,102000,1,asthma,4
0860,230-62-4866,57,97000,1,none,6
0392,808-85-0263,23,93000,0,none,0
0823,206-74-7782,39,72000,1,none,2
0865,174-62-3018,38,65000,1,none,2
0119,486-36-8486,29,71000,1,asthma,6
0679,780-50-5434,54,57000,0,diabetes,0
0162,325-41-7785,21,91000,0,none,0
0694,607-57-4510,55,53000,1,high blood pressure,5
